"State","County","   Days per year with a heat index above 105°F   ",,,,,
"MI","Montcalm County",0,3,7,6,23,3
"MI","Montmorency County",0,1,3,2,13,1
"MI","Muskegon County",0,2,4,3,18,2
"MI","Newaygo County",0,2,5,5,20,2
"MI","Oakland County",0,3,5,4,21,2
"MI","Oceana County",0,2,5,4,18,2
"MI","Ogemaw County",0,1,3,2,13,1
"MI","Ontonagon County",0,0,2,1,10,0
"MI","Osceola County",0,1,3,2,14,1
"MI","Oscoda County",0,1,3,2,13,1
"MI","Otsego County",0,1,2,1,11,1
"MI","Ottawa County",0,3,6,5,22,3
"MI","Presque Isle County",0,1,3,2,13,1
"MI","Roscommon County",0,1,2,1,12,0
"MI","Saginaw County",0,4,8,7,26,4
"MI","Sanilac County",0,4,7,6,22,4
"MI","Schoolcraft County",0,1,2,2,11,1
"MI","Shiawassee County",0,4,7,6,24,4
"MI","St. Clair County",0,4,7,6,23,4
"MI","St. Joseph County",0,6,11,10,31,6
"MI","Tuscola County",0,4,8,7,24,4
"MI","Van Buren County",0,5,10,9,30,6
"MI","Washtenaw County",0,4,8,7,26,4
"MI","Wayne County",0,3,7,6,24,3
"MI","Wexford County",0,1,3,2,13,1
"MN","Aitkin County",0,1,3,2,13,1
"MN","Anoka County",0,5,10,9,27,5
"MN","Becker County",0,1,3,2,12,1
"MN","Beltrami County",0,1,2,2,11,1
"MN","Benton County",0,3,7,5,21,3
"MN","Big Stone County",0,4,8,6,23,4
"MN","Blue Earth County",1,7,12,11,32,7
"MN","Brown County",0,6,11,10,31,6
"MN","Carlton County",0,1,3,2,13,1
"MN","Carver County",0,5,10,9,28,5
"MN","Cass County",0,1,3,2,13,1
"MN","Chippewa County",1,5,9,8,26,5
"MN","Chisago County",0,5,9,8,25,5
"MN","Clay County",0,3,6,5,18,3
"MN","Clearwater County",0,1,2,2,10,0
"MN","Cook County",0,0,0,0,2,0
"MN","Cottonwood County",0,5,10,8,29,5
"MN","Crow Wing County",0,1,3,3,14,1
"MN","Dakota County",1,6,10,10,29,6
"MN","Dodge County",1,7,11,12,31,7
"MN","Douglas County",0,2,5,4,18,2
"MN","Faribault County",1,7,12,11,31,7
"MN","Fillmore County",0,5,8,9,27,5
"MN","Freeborn County",1,6,10,11,29,6
"MN","Goodhue County",1,7,11,11,30,7
"MN","Grant County",0,3,7,5,21,3
"MN","Hennepin County",0,5,9,9,27,5
"MN","Houston County",1,6,10,10,29,6
"MN","Hubbard County",0,1,2,2,11,1
"MN","Isanti County",0,4,7,7,23,4
"MN","Itasca County",0,1,2,1,10,0
"MN","Jackson County",0,5,9,8,28,5
"MN","Kanabec County",0,2,5,4,19,2
"MN","Kandiyohi County",0,4,8,7,25,4
"MN","Kittson County",0,2,3,3,13,2
"MN","Koochiching County",0,1,2,2,10,1
"MN","Lac qui Parle County",1,6,10,8,27,6
"MN","Lake County",0,0,1,0,5,0
"MN","Lake of the Woods County",0,1,2,2,9,1
"MN","Le Sueur County",1,6,10,10,29,6
"MN","Lincoln County",0,3,6,5,20,3
"MN","Lyon County",0,4,8,6,24,4
"MN","Mahnomen County",0,1,3,2,12,1
"MN","Marshall County",0,2,4,3,14,2
"MN","Martin County",0,6,11,10,30,6
"MN","McLeod County",0,6,10,9,29,6
"MN","Meeker County",0,4,9,7,26,4
"MN","Mille Lacs County",0,2,5,4,17,2
"MN","Morrison County",0,2,6,5,19,2
"MN","Mower County",0,6,9,10,27,5
"MN","Murray County",0,4,7,6,24,4
"MN","Nicollet County",1,7,12,11,31,7
"MN","Nobles County",0,4,8,7,26,4
"MN","Norman County",0,3,5,5,17,3
"MN","Olmsted County",1,6,9,10,28,6
"MN","Otter Tail County",0,2,5,4,17,2
"MN","Pennington County",0,2,4,3,13,2
"MN","Pine County",0,2,4,4,17,2
"MN","Pipestone County",0,3,6,5,21,3
"MN","Polk County",0,2,4,3,14,2
"MN","Pope County",0,3,7,5,22,3
"MN","Ramsey County",1,7,11,10,30,7
"MN","Red Lake County",0,2,4,3,13,1
"MN","Redwood County",0,5,10,8,29,5
"MN","Renville County",0,5,10,8,29,5
"MN","Rice County",1,7,11,11,30,7
"MN","Rock County",0,4,8,7,25,4
"MN","Roseau County",0,1,3,2,11,1
"MN","Scott County",0,6,10,10,28,6
"MN","Sherburne County",0,4,8,7,24,4
"MN","Sibley County",1,6,11,10,31,6
"MN","St. Louis County",0,0,1,1,8,0
"MN","Stearns County",0,3,7,6,23,3
"MN","Steele County",1,7,12,12,31,7
"MN","Stevens County",0,4,8,6,22,4
"MN","Swift County",0,4,9,7,25,4
"MN","Todd County",0,3,6,5,20,3
"MN","Traverse County",1,4,9,7,24,4
"MN","Wabasha County",1,7,11,11,31,7
"MN","Wadena County",0,2,4,3,16,1
"MN","Waseca County",1,7,11,11,30,7
"MN","Washington County",1,6,11,10,29,6
"MN","Watonwan County",1,7,12,11,32,7
"MN","Wilkin County",0,3,7,6,21,3
"MN","Winona County",1,6,10,10,28,6
"MN","Wright County",0,5,9,8,26,5
"MN","Yellow Medicine County",1,5,10,8,27,5
"MO","Adair County",3,16,25,21,51,16
"MO","Andrew County",4,18,28,23,55,18
"MO","Atchison County",3,17,26,22,53,17
"MO","Audrain County",3,22,32,28,59,22
"MO","Barry County",2,17,29,24,61,17
"MO","Barton County",5,29,42,36,71,29
"MO","Bates County",6,29,41,36,69,30
"MO","Benton County",5,25,36,32,65,26
"MO","Bollinger County",2,25,38,31,64,25
"MO","Boone County",3,22,33,28,61,22
"MO","Buchanan County",4,21,31,27,59,21
"MO","Butler County",5,32,44,38,72,32
"MO","Caldwell County",3,18,27,23,54,18
"MO","Callaway County",3,22,33,28,60,22
"MO","Camden County",4,26,37,32,65,26
"MO","Cape Girardeau County",4,31,44,37,72,31
"MO","Carroll County",4,22,33,28,60,22
"MO","Carter County",3,28,41,35,69,29
"MO","Cass County",5,26,38,33,66,26
"MO","Cedar County",5,29,42,36,70,30
"MO","Chariton County",4,21,31,27,59,21
"MO","Christian County",2,18,30,24,59,18
"MO","Clark County",4,20,28,26,54,20
"MO","Clay County",3,19,29,25,57,19
"MO","Clinton County",3,17,26,22,54,17
"MO","Cole County",3,24,35,30,63,24
"MO","Cooper County",3,22,34,29,62,23
"MO","Crawford County",2,21,33,27,60,22
"MO","Dade County",4,28,40,35,70,28
"MO","Dallas County",3,24,35,30,64,24
"MO","Daviess County",3,16,26,22,52,17
"MO","DeKalb County",3,16,25,21,52,16
"MO","Dent County",2,23,35,29,63,23
"MO","Douglas County",2,22,35,28,63,22
"MO","Dunklin County",6,36,48,43,77,37
"MO","Franklin County",3,25,36,31,63,25
"MO","Gasconade County",2,21,32,27,59,22
"MO","Gentry County",3,16,25,21,52,16
"MO","Greene County",2,21,33,27,63,21
"MO","Grundy County",3,16,25,21,51,16
"MO","Harrison County",3,14,22,19,48,14
"MO","Henry County",5,27,38,33,66,27
"MO","Hickory County",4,26,38,33,66,27
"MO","Holt County",4,19,29,24,55,19
"MO","Howard County",3,21,32,27,60,21
"MO","Howell County",2,22,35,28,63,22
"MO","Iron County",1,19,31,24,58,19
"MO","Jackson County",4,22,33,29,61,22
"MO","Jasper County",5,29,42,36,72,29
"MO","Jefferson County",3,25,36,31,63,25
"MO","Johnson County",5,25,36,31,64,25
"MO","Knox County",4,20,28,25,55,20
"MO","Laclede County",3,24,36,30,64,24
"MO","Lafayette County",4,23,34,29,62,23
"MO","Lawrence County",3,20,32,27,63,21
"MO","Lewis County",4,21,30,27,56,21
"MO","Lincoln County",4,25,35,31,62,25
"MO","Linn County",4,19,29,25,56,19
"MO","Livingston County",4,21,31,27,58,21
"MO","Macon County",4,20,30,26,58,21
"MO","Madison County",2,20,33,26,59,20
"MO","Maries County",2,20,31,26,59,20
"MO","Marion County",4,22,31,28,58,22
"MO","McDonald County",3,23,37,30,68,23
"MO","Mercer County",3,13,21,18,47,13
"MO","Miller County",3,24,36,30,63,25
"MO","Mississippi County",6,36,49,43,77,37
"MO","Moniteau County",3,24,35,30,63,24
"MO","Monroe County",4,22,32,28,60,22
"MO","Montgomery County",4,25,35,31,62,25
"MO","Morgan County",4,23,34,30,63,24
"MO","New Madrid County",5,34,46,41,75,34
"MO","Newton County",3,24,37,31,68,24
"MO","Nodaway County",3,16,25,21,51,16
"MO","Oregon County",3,27,40,33,68,27
"MO","Osage County",3,22,33,28,60,23
"MO","Ozark County",2,24,37,30,66,24
"MO","Pemiscot County",5,33,45,40,74,34
"MO","Perry County",3,27,40,33,66,28
"MO","Pettis County",4,23,34,29,62,23
"MO","Phelps County",2,22,33,28,61,22
"MO","Pike County",3,21,31,27,58,22
"MO","Platte County",4,22,33,28,61,22
"MO","Polk County",3,25,37,32,66,25
"MO","Pulaski County",3,23,35,29,63,24
"MO","Putnam County",3,14,22,19,47,14
"MO","Ralls County",3,22,31,28,58,22
"MO","Randolph County",4,21,31,27,59,21
"MO","Ray County",4,20,31,26,58,21
"MO","Reynolds County",2,22,34,27,61,22
"MO","Ripley County",4,32,45,39,73,33
"MO","Saline County",5,23,34,29,62,23
"MO","Schuyler County",3,15,23,21,49,15
"MO","Scotland County",3,18,26,24,52,18
"MO","Scott County",4,33,46,40,75,34
"MO","Shannon County",2,24,37,29,64,24
"MO","Shelby County",4,21,30,27,58,21
"MO","St. Charles County",4,26,37,32,64,27
"MO","St. Clair County",6,29,41,35,69,29
"MO","St. Francois County",1,18,30,24,57,19
"MO","St. Louis city",4,28,39,34,66,29
"MO","St. Louis County",4,26,37,31,64,26
"MO","Ste. Genevieve County",3,25,37,31,63,25
"MO","Stoddard County",5,34,46,40,74,34
"MO","Stone County",2,19,31,25,61,19
"MO","Sullivan County",3,15,24,20,50,15
"MO","Taney County",2,22,35,29,65,23
"MO","Texas County",2,21,33,27,61,21
"MO","Vernon County",6,31,44,38,72,32
"MO","Warren County",3,25,35,31,62,25
"MO","Washington County",2,19,31,25,58,19
"MO","Wayne County",3,27,40,33,67,27
"MO","Webster County",2,20,33,27,62,20
"MO","Worth County",3,15,24,20,50,15
"MO","Wright County",2,21,33,27,61,21
"MS","Adams County",7,35,52,46,97,35
"MS","Alcorn County",5,37,50,45,83,37
"MS","Amite County",6,37,55,48,97,37
"MS","Attala County",6,38,53,48,91,39
"MS","Benton County",5,38,50,45,83,38
"MS","Bolivar County",9,44,57,52,91,44
"MS","Calhoun County",6,38,50,46,86,38
"MS","Carroll County",5,38,51,46,88,38
"MS","Chickasaw County",6,37,50,46,86,38
"MS","Choctaw County",7,42,56,51,93,42
"MS","Claiborne County",7,40,58,51,98,41
"MS","Clarke County",5,33,49,42,90,33
"MS","Clay County",6,38,52,47,89,39
"MS","Coahoma County",8,41,53,49,88,42
"MS","Copiah County",7,40,58,51,98,40
"MS","Covington County",5,31,48,41,90,31
"MS","DeSoto County",6,39,49,46,83,39
"MS","Forrest County",4,29,47,40,91,30
"MS","Franklin County",7,39,57,51,99,40
"MS","George County",4,28,45,38,90,29
"MS","Greene County",4,31,50,42,93,32
"MS","Grenada County",6,40,52,48,88,40
"MS","Hancock County",6,37,57,49,102,38
"MS","Harrison County",5,36,56,48,101,36
"MS","Hinds County",7,39,56,49,95,40
"MS","Holmes County",6,39,52,48,90,39
"MS","Humphreys County",10,48,62,57,98,48
"MS","Issaquena County",9,45,60,54,97,45
"MS","Itawamba County",5,35,47,42,83,35
"MS","Jackson County",3,28,46,39,94,29
"MS","Jasper County",5,32,48,41,88,32
"MS","Jefferson County",7,40,58,51,99,40
"MS","Jefferson Davis County",5,34,52,45,94,35
"MS","Jones County",5,31,48,41,91,31
"MS","Kemper County",5,35,50,44,89,35
"MS","Lafayette County",6,39,51,47,86,40
"MS","Lamar County",5,34,52,45,96,34
"MS","Lauderdale County",5,34,50,43,90,34
"MS","Lawrence County",7,39,58,51,98,40
"MS","Leake County",5,35,51,45,89,36
"MS","Lee County",6,37,49,45,85,37
"MS","Leflore County",9,45,58,54,93,46
"MS","Lincoln County",6,39,57,50,98,39
"MS","Lowndes County",7,38,52,47,89,38
"MS","Madison County",6,37,53,47,92,38
"MS","Marion County",8,42,61,53,102,43
"MS","Marshall County",5,37,48,44,82,37
"MS","Monroe County",6,37,50,45,86,37
"MS","Montgomery County",4,34,47,43,85,35
"MS","Neshoba County",4,33,48,42,86,33
"MS","Newton County",4,31,47,40,87,32
"MS","Noxubee County",7,40,55,49,92,40
"MS","Oktibbeha County",7,41,55,50,92,41
"MS","Panola County",6,39,50,47,85,39
"MS","Pearl River County",6,38,57,50,101,39
"MS","Perry County",5,33,51,44,95,34
"MS","Pike County",6,36,55,48,97,37
"MS","Pontotoc County",5,36,48,44,84,36
"MS","Prentiss County",4,32,45,40,80,33
"MS","Quitman County",8,42,53,50,88,42
"MS","Rankin County",5,36,52,46,92,36
"MS","Scott County",5,34,50,43,90,34
"MS","Sharkey County",10,48,62,57,98,48
"MS","Simpson County",5,34,51,44,92,34
"MS","Smith County",5,33,50,43,91,34
"MS","Stone County",4,31,49,42,93,31
"MS","Sunflower County",9,46,59,54,93,46
"MS","Tallahatchie County",8,42,53,50,88,42
"MS","Tate County",6,36,47,44,81,37
"MS","Tippah County",5,35,48,43,81,36
"MS","Tishomingo County",3,29,42,36,76,29
"MS","Tunica County",7,40,50,47,84,40
"MS","Union County",6,39,51,46,85,39
"MS","Walthall County",7,39,57,50,99,39
"MS","Warren County",8,44,60,54,99,44
"MS","Washington County",10,48,61,56,96,48
"MS","Wayne County",5,32,50,42,92,33
"MS","Webster County",6,39,52,48,89,39
"MS","Wilkinson County",7,38,55,49,100,38
"MS","Winston County",6,38,52,46,90,38
"MS","Yalobusha County",6,39,51,47,87,39
"MS","Yazoo County",7,41,56,51,94,42
"MT","Beaverhead County",0,0,0,0,0,0
"MT","Big Horn County",0,0,1,0,7,0
"MT","Blaine County",0,0,0,0,5,0
"MT","Broadwater County",0,0,0,0,1,0
"MT","Carbon County",0,0,0,0,1,0
"MT","Carter County",0,0,1,0,9,0
"MT","Cascade County",0,0,0,0,2,0
"MT","Chouteau County",0,0,0,0,5,0
"MT","Custer County",0,1,3,2,13,1
"MT","Daniels County",0,0,1,1,7,0
"MT","Dawson County",0,1,3,2,12,1
"MT","Deer Lodge County",0,0,0,0,0,0
"MT","Fallon County",0,1,2,1,11,0
"MT","Fergus County",0,0,0,0,4,0
"MT","Flathead County",0,0,0,0,1,0
"MT","Gallatin County",0,0,0,0,1,0
"MT","Garfield County",0,1,2,1,11,0
"MT","Glacier County",0,0,0,0,0,0
"MT","Golden Valley County",0,0,0,0,2,0
"MT","Granite County",0,0,0,0,0,0
"MT","Hill County",0,0,1,0,5,0
"MT","Jefferson County",0,0,0,0,0,0
"MT","Judith Basin County",0,0,0,0,1,0
"MT","Lake County",0,0,0,0,3,0
"MT","Lewis and Clark County",0,0,0,0,1,0
"MT","Liberty County",0,0,0,0,4,0
"MT","Lincoln County",0,0,0,0,1,0
"MT","Madison County",0,0,0,0,0,0
"MT","McCone County",0,1,3,2,12,1
"MT","Meagher County",0,0,0,0,0,0
"MT","Mineral County",0,0,0,0,2,0
"MT","Missoula County",0,0,0,0,1,0
"MT","Musselshell County",0,0,1,0,6,0
"MT","Park County",0,0,0,0,0,0
"MT","Petroleum County",0,0,2,1,10,0
"MT","Phillips County",0,0,1,1,9,0
"MT","Pondera County",0,0,0,0,2,0
"MT","Powder River County",0,0,1,0,9,0
"MT","Powell County",0,0,0,0,0,0
"MT","Prairie County",0,1,3,2,12,1
"MT","Ravalli County",0,0,0,0,1,0
"MT","Richland County",0,1,3,2,14,1
"MT","Roosevelt County",0,1,3,2,13,1
"MT","Rosebud County",0,0,2,1,10,0
"MT","Sanders County",0,0,0,0,2,0
"MT","Sheridan County",0,1,2,2,11,1
"MT","Silver Bow County",0,0,0,0,0,0
"MT","Stillwater County",0,0,0,0,1,0
"MT","Sweet Grass County",0,0,0,0,1,0
"MT","Teton County",0,0,0,0,1,0
"MT","Toole County",0,0,0,0,3,0
"MT","Treasure County",0,0,1,1,10,0
"MT","Valley County",0,0,1,1,8,0
"MT","Wheatland County",0,0,0,0,1,0
"MT","Wibaux County",0,1,2,1,11,1
"MT","Yellowstone County",0,0,0,0,6,0
"NC","Alamance County",2,15,25,21,56,15
"NC","Alexander County",0,6,14,10,40,7
"NC","Alleghany County",0,0,0,0,7,0
"NC","Anson County",4,23,34,29,67,23
"NC","Ashe County",0,0,0,0,5,0
"NC","Avery County",0,0,0,0,3,0
"NC","Beaufort County",5,26,38,33,70,26
"NC","Bertie County",6,25,37,32,69,26
"NC","Bladen County",4,20,31,26,64,20
"NC","Brunswick County",4,21,34,28,69,21
"NC","Buncombe County",0,1,4,2,20,1
"NC","Burke County",0,8,15,11,41,8
"NC","Cabarrus County",2,17,27,22,59,17
"NC","Caldwell County",0,5,12,8,37,5
"NC","Camden County",5,22,31,28,62,22
"NC","Carteret County",0,14,27,20,62,13
"NC","Caswell County",2,18,29,25,61,18
"NC","Catawba County",1,10,19,14,49,10
"NC","Chatham County",2,15,25,21,55,15
"NC","Cherokee County",0,3,8,5,29,3
"NC","Chowan County",5,24,35,31,67,24
"NC","Clay County",0,1,4,2,19,1
"NC","Cleveland County",1,12,22,17,52,12
"NC","Columbus County",5,21,32,28,67,21
"NC","Craven County",4,23,34,30,68,23
"NC","Cumberland County",4,20,31,27,64,20
"NC","Currituck County",2,14,23,19,53,14
"NC","Dare County",0,10,22,16,54,10
"NC","Davidson County",1,13,22,18,53,13
"NC","Davie County",1,12,21,17,51,12
"NC","Duplin County",4,22,34,29,66,22
"NC","Durham County",2,16,26,22,57,16
"NC","Edgecombe County",5,24,35,31,68,25
"NC","Forsyth County",0,8,16,13,45,8
"NC","Franklin County",3,18,28,24,59,18
"NC","Gaston County",1,14,24,18,55,14
"NC","Gates County",5,24,34,30,65,24
"NC","Graham County",0,1,5,2,21,1
"NC","Granville County",2,15,25,21,55,15
"NC","Greene County",5,25,37,32,70,25
"NC","Guilford County",1,11,20,16,49,11
"NC","Halifax County",4,22,32,28,63,22
"NC","Harnett County",3,18,29,24,60,18
"NC","Haywood County",0,0,1,0,8,0
"NC","Henderson County",0,1,6,3,25,1
"NC","Hertford County",4,21,31,27,62,21
"NC","Hoke County",4,21,32,27,64,21
"NC","Hyde County",3,20,31,27,65,20
"NC","Iredell County",1,11,20,15,50,11
"NC","Jackson County",0,0,2,0,12,0
"NC","Johnston County",3,19,29,25,61,19
"NC","Jones County",4,21,32,28,66,21
"NC","Lee County",3,18,29,24,61,18
"NC","Lenoir County",4,23,34,30,67,23
"NC","Lincoln County",1,11,21,16,51,12
"NC","Macon County",0,0,2,0,14,0
"NC","Madison County",0,1,5,2,20,1
"NC","Martin County",5,24,35,31,67,25
"NC","McDowell County",0,6,12,8,35,6
"NC","Mecklenburg County",1,14,24,19,55,14
"NC","Mitchell County",0,0,0,0,5,0
"NC","Montgomery County",3,18,29,24,61,18
"NC","Moore County",3,18,28,24,60,18
"NC","Nash County",4,21,32,28,63,21
"NC","New Hanover County",2,18,32,25,67,18
"NC","Northampton County",5,24,34,30,65,24
"NC","Onslow County",4,23,35,31,70,23
"NC","Orange County",2,15,25,21,56,15
"NC","Pamlico County",4,23,34,30,69,23
"NC","Pasquotank County",5,22,33,29,64,23
"NC","Pender County",4,20,32,27,66,21
"NC","Perquimans County",5,23,33,30,65,23
"NC","Person County",1,13,23,19,52,13
"NC","Pitt County",4,23,34,30,66,23
"NC","Polk County",1,14,24,18,55,14
"NC","Randolph County",1,12,21,17,51,12
"NC","Richmond County",4,22,34,29,67,22
"NC","Robeson County",5,22,34,29,67,22
"NC","Rockingham County",1,12,21,17,51,12
"NC","Rowan County",1,13,23,19,54,13
"NC","Rutherford County",1,13,22,17,52,13
"NC","Sampson County",4,20,31,26,63,20
"NC","Scotland County",5,23,35,30,69,23
"NC","Stanly County",3,18,29,24,62,18
"NC","Stokes County",0,7,14,11,41,7
"NC","Surry County",0,4,10,7,35,4
"NC","Swain County",0,0,2,1,10,0
"NC","Transylvania County",0,1,4,2,21,1
"NC","Tyrrell County",4,21,32,28,65,22
"NC","Union County",3,17,27,22,60,17
"NC","Vance County",2,16,25,21,55,16
"NC","Wake County",3,16,26,22,57,16
"NC","Warren County",3,18,28,24,58,18
"NC","Washington County",5,26,37,33,70,26
"NC","Watauga County",0,0,0,0,5,0
"NC","Wayne County",5,24,35,30,67,24
"NC","Wilkes County",0,3,8,5,28,3
"NC","Wilson County",5,24,35,30,67,24
"NC","Yadkin County",0,8,15,12,44,8
"NC","Yancey County",0,0,1,0,7,0
"ND","Adams County",0,1,2,1,11,1
"ND","Barnes County",0,2,5,4,16,2
"ND","Benson County",0,1,3,2,11,1
"ND","Billings County",0,1,2,1,11,1
"ND","Bottineau County",0,1,2,1,9,1
"ND","Bowman County",0,0,2,1,9,0
"ND","Burke County",0,0,1,1,7,0
"ND","Burleigh County",0,1,3,2,13,1
"ND","Cass County",0,3,6,5,19,3
"ND","Cavalier County",0,0,1,1,7,0
"ND","Dickey County",0,3,6,5,19,3
"ND","Divide County",0,1,2,1,8,0
"ND","Dunn County",0,1,2,1,11,1
"ND","Eddy County",0,1,3,2,13,1
"ND","Emmons County",0,1,4,3,15,1
"ND","Foster County",0,1,4,3,14,1
"ND","Golden Valley County",0,1,2,1,11,0
"ND","Grand Forks County",0,2,4,4,15,2
"ND","Grant County",0,1,3,2,12,1
"ND","Griggs County",0,2,4,3,14,2
"ND","Hettinger County",0,1,2,1,11,1
"ND","Kidder County",0,1,3,2,13,1
"ND","LaMoure County",0,2,5,4,17,2
"ND","Logan County",0,1,3,2,12,1
"ND","McHenry County",0,1,3,2,13,1
"ND","McIntosh County",0,1,3,2,12,1
"ND","McKenzie County",0,1,3,2,12,1
"ND","McLean County",0,1,3,2,11,1
"ND","Mercer County",0,1,3,2,12,1
"ND","Morton County",0,1,3,2,13,1
"ND","Mountrail County",0,0,1,1,8,0
"ND","Nelson County",0,1,3,3,12,1
"ND","Oliver County",0,1,3,2,13,1
"ND","Pembina County",0,2,3,3,13,1
"ND","Pierce County",0,1,3,2,12,1
"ND","Ramsey County",0,1,2,1,9,1
"ND","Ransom County",0,3,7,6,21,3
"ND","Renville County",0,0,2,1,8,0
"ND","Richland County",0,4,8,6,22,4
"ND","Rolette County",0,0,1,1,7,0
"ND","Sargent County",0,4,8,6,22,4
"ND","Sheridan County",0,1,4,3,13,1
"ND","Sioux County",0,2,4,3,16,1
"ND","Slope County",0,1,2,1,10,0
"ND","Stark County",0,1,2,1,10,0
"ND","Steele County",0,2,5,4,15,2
"ND","Stutsman County",0,2,4,3,15,2
"ND","Towner County",0,1,2,1,8,0
"ND","Traill County",0,3,6,5,18,3
"ND","Walsh County",0,2,4,3,14,2
"ND","Ward County",0,1,2,1,10,1
"ND","Wells County",0,2,4,3,14,1
"ND","Williams County",0,1,2,1,10,0
"NE","Adams County",0,7,14,10,37,7
"NE","Antelope County",1,7,13,10,33,7
"NE","Arthur County",0,0,1,1,12,0
"NE","Banner County",0,0,0,0,3,0
"NE","Blaine County",0,3,6,5,23,3
"NE","Boone County",1,8,14,11,35,8
"NE","Box Butte County",0,0,0,0,5,0
"NE","Boyd County",1,8,13,11,33,8
"NE","Brown County",0,3,7,5,24,3
"NE","Buffalo County",0,5,10,8,31,5
"NE","Burt County",2,12,19,16,43,12
"NE","Butler County",2,12,19,15,42,12
"NE","Cass County",3,14,22,18,47,14
"NE","Cedar County",1,8,14,11,35,8
"NE","Chase County",0,1,3,2,18,1
"NE","Cherry County",0,1,3,2,15,1
"NE","Cheyenne County",0,0,0,0,5,0
"NE","Clay County",0,8,14,11,38,8
"NE","Colfax County",2,10,16,13,39,10
"NE","Cuming County",2,10,16,13,39,10
"NE","Custer County",0,3,6,5,24,3
"NE","Dakota County",2,10,16,13,38,10
"NE","Dawes County",0,0,1,0,8,0
"NE","Dawson County",0,3,7,6,26,3
"NE","Deuel County",0,0,1,1,12,0
"NE","Dixon County",1,9,14,12,36,9
"NE","Dodge County",2,11,18,15,41,11
"NE","Douglas County",2,11,18,15,43,11
"NE","Dundy County",0,1,4,3,21,1
"NE","Fillmore County",2,11,18,14,44,11
"NE","Franklin County",0,8,15,11,39,8
"NE","Frontier County",0,4,8,6,28,4
"NE","Furnas County",0,9,16,12,40,9
"NE","Gage County",2,14,22,18,49,14
"NE","Garden County",0,0,1,0,8,0
"NE","Garfield County",0,4,8,7,27,4
"NE","Gosper County",0,4,8,6,28,4
"NE","Grant County",0,0,1,1,10,0
"NE","Greeley County",0,6,11,9,32,6
"NE","Hall County",0,8,14,11,37,8
"NE","Hamilton County",1,9,16,13,40,9
"NE","Harlan County",0,8,14,11,38,8
"NE","Hayes County",0,2,5,3,22,2
"NE","Hitchcock County",0,3,8,5,28,3
"NE","Holt County",0,6,11,9,30,6
"NE","Hooker County",0,1,3,2,16,1
"NE","Howard County",0,7,13,10,36,7
"NE","Jefferson County",2,14,23,18,49,14
"NE","Johnson County",3,16,25,20,51,16
"NE","Kearney County",0,7,13,10,36,7
"NE","Keith County",0,1,3,2,17,1
"NE","Keya Paha County",0,4,9,7,27,4
"NE","Kimball County",0,0,0,0,1,0
"NE","Knox County",2,9,15,12,36,9
"NE","Lancaster County",2,14,22,18,47,14
"NE","Lincoln County",0,2,5,4,22,2
"NE","Logan County",0,2,5,4,22,2
"NE","Loup County",0,3,7,6,25,4
"NE","Madison County",1,8,14,11,35,8
"NE","McPherson County",0,1,3,2,17,1
"NE","Merrick County",2,11,18,14,42,11
"NE","Morrill County",0,0,1,0,7,0
"NE","Nance County",1,10,16,13,39,10
"NE","Nemaha County",4,18,28,23,54,19
"NE","Nuckolls County",1,11,18,14,43,11
"NE","Otoe County",3,15,24,20,50,16
"NE","Pawnee County",3,18,27,22,54,18
"NE","Perkins County",0,1,3,2,18,1
"NE","Phelps County",0,5,10,7,31,5
"NE","Pierce County",1,9,15,12,36,9
"NE","Platte County",1,10,16,13,39,10
"NE","Polk County",2,12,20,16,44,12
"NE","Red Willow County",0,4,9,7,31,4
"NE","Richardson County",4,21,31,26,58,21
"NE","Rock County",0,4,8,6,25,4
"NE","Saline County",2,13,21,17,47,13
"NE","Sarpy County",2,13,21,17,45,13
"NE","Saunders County",2,12,19,16,44,12
"NE","Scotts Bluff County",0,0,0,0,6,0
"NE","Seward County",2,13,21,17,46,13
"NE","Sheridan County",0,0,1,0,8,0
"NE","Sherman County",0,5,10,7,30,5
"NE","Sioux County",0,0,0,0,3,0
"NE","Stanton County",1,9,15,12,36,9
"NE","Thayer County",2,12,20,16,46,12
"NE","Thomas County",0,2,4,3,20,2
"NE","Thurston County",2,11,18,14,40,11
"NE","Valley County",0,5,10,7,29,5
"NE","Washington County",2,12,19,15,43,12
"NE","Wayne County",1,8,14,11,35,8
"NE","Webster County",1,10,17,13,42,10
"NE","Wheeler County",0,6,11,9,31,6
"NE","York County",2,13,21,17,46,13
"NH","Belknap County",0,1,2,1,12,0
"NH","Carroll County",0,0,2,1,9,0
"NH","Cheshire County",0,0,2,1,11,0
"NH","Coos County",0,0,0,0,4,0
"NH","Grafton County",0,0,1,0,7,0
"NH","Hillsborough County",0,1,3,2,14,1
"NH","Merrimack County",0,1,3,1,13,0
"NH","Rockingham County",0,2,5,3,18,2
"NH","Strafford County",0,2,5,3,17,2
"NH","Sullivan County",0,0,2,1,11,0
"NJ","Atlantic County",2,10,16,13,37,10
"NJ","Bergen County",0,5,10,8,27,5
"NJ","Burlington County",2,11,18,15,40,11
"NJ","Camden County",2,12,20,16,42,12
"NJ","Cape May County",0,5,10,8,30,5
"NJ","Cumberland County",1,9,16,13,38,9
"NJ","Essex County",0,6,11,9,29,6
"NJ","Gloucester County",1,11,18,15,41,11
"NJ","Hudson County",0,5,10,8,27,5
"NJ","Hunterdon County",0,5,10,8,29,5
